   0.0000000e+00   2.8702712e-04
   1.2207031e-02   2.5635827e-03
   2.4414062e-02   3.2759110e-03
   3.6621094e-02   2.7713003e-03
   4.8828125e-02   1.8456541e-03
   6.1035156e-02   4.5902507e-03
   7.3242188e-02   5.6415706e-03
   8.5449219e-02   1.0331433e-02
   9.7656250e-02   1.1843445e-02
   1.0986328e-01   3.1870777e-03
   1.2207031e-01   9.2515607e-04
   1.3427734e-01   2.0216595e-03
   1.4648438e-01   4.7801124e-03
   1.5869141e-01   7.3074438e-03
   1.7089844e-01   4.5480841e-02
   1.8310547e-01   4.3431023e-01
   1.9531250e-01   2.4073172e-01
   2.0751953e-01   1.3025800e-02
   2.1972656e-01   1.3069947e-02
   2.3193359e-01   1.0438963e-02
   2.4414062e-01   1.6782701e-02
   2.5634766e-01   1.6495063e-02
   2.6855469e-01   6.0234576e-02
   2.8076172e-01   1.4328621e-01
   2.9296875e-01   3.3817752e-02
   3.0517578e-01   6.6615112e-04
   3.1738281e-01   1.5491920e-04
   3.2958984e-01   6.4398622e-06
   3.4179688e-01   1.6401709e-06
   3.5400391e-01   1.3002935e-05
   3.6621094e-01   4.7655035e-05
   3.7841797e-01   9.3327229e-05
   3.9062500e-01   1.0623624e-04
   4.0283203e-01   8.5645769e-05
   4.1503906e-01   7.4784259e-05
   4.2724609e-01   1.9758712e-05
   4.3945312e-01   1.2382438e-05
   4.5166016e-01   1.4506069e-05
   4.6386719e-01   1.1080995e-05
   4.7607422e-01   3.3622971e-05
   4.8828125e-01   5.2673209e-05
   5.0048828e-01   2.6146303e-05
   5.1269531e-01   3.9230758e-05
   5.2490234e-01   3.1626727e-05
   5.3710938e-01   2.8638932e-05
   5.4931641e-01   5.0510809e-05
   5.6152344e-01   8.7137276e-05
   5.7373047e-01   3.1792729e-05
   5.8593750e-01   4.6759115e-05
   5.9814453e-01   3.2002380e-05
   6.1035156e-01   5.8847346e-05
   6.2255859e-01   7.8938380e-05
   6.3476562e-01   3.4250460e-05
   6.4697266e-01   3.9672282e-05
   6.5917969e-01   3.7350030e-05
   6.7138672e-01   8.9377749e-06
   6.8359375e-01   8.5526716e-06
   6.9580078e-01   1.0458427e-05
   7.0800781e-01   2.1560850e-05
   7.2021484e-01   1.8320689e-05
   7.3242188e-01   1.8447167e-05
   7.4462891e-01   1.1209998e-05
   7.5683594e-01   4.8903529e-06
   7.6904297e-01   9.6593352e-06
   7.8125000e-01   6.0009639e-06
   7.9345703e-01   5.9480632e-06
   8.0566406e-01   1.5540366e-06
   8.1787109e-01   3.7594373e-06
   8.3007812e-01   3.8096054e-06
   8.4228516e-01   5.6929434e-06
   8.5449219e-01   8.7149046e-06
   8.6669922e-01   4.1681559e-06
   8.7890625e-01   4.8064526e-06
   8.9111328e-01   2.8953203e-06
   9.0332031e-01   2.0208061e-06
   9.1552734e-01   3.6009761e-06
   9.2773438e-01   2.8437555e-06
   9.3994141e-01   6.1652311e-07
   9.5214844e-01   8.0551156e-07
   9.6435547e-01   1.0153366e-06
   9.7656250e-01   1.6338431e-06
   9.8876953e-01   8.9784523e-07
   1.0009766e+00   5.4525577e-07
   1.0131836e+00   2.4112668e-06
   1.0253906e+00   1.4699666e-06
   1.0375977e+00   6.5445701e-07
   1.0498047e+00   1.2975953e-06
   1.0620117e+00   5.9632462e-07
   1.0742188e+00   4.3568471e-07
   1.0864258e+00   9.5372654e-07
   1.0986328e+00   5.9655989e-07
   1.1108398e+00   4.5905203e-07
   1.1230469e+00   6.6292452e-07
   1.1352539e+00   8.1821595e-07
   1.1474609e+00   4.4000387e-07
   1.1596680e+00   4.8328987e-07
   1.1718750e+00   5.1718270e-07
   1.1840820e+00   2.7656647e-07
   1.1962891e+00   1.2421929e-07
   1.2084961e+00   2.3644648e-07
   1.2207031e+00   4.1869156e-08
   1.2329102e+00   9.3349482e-08
   1.2451172e+00   1.6795038e-07
   1.2573242e+00   8.6136938e-08
   1.2695312e+00   8.0155123e-08
   1.2817383e+00   3.4729454e-07
   1.2939453e+00   3.7478413e-07
   1.3061523e+00   1.6154463e-07
   1.3183594e+00   8.8053569e-08
   1.3305664e+00   6.0622195e-08
   1.3427734e+00   9.5712825e-08
   1.3549805e+00   1.3626539e-07
   1.3671875e+00   2.1875563e-07
   1.3793945e+00   1.4793170e-07
   1.3916016e+00   3.6507171e-08
   1.4038086e+00   6.3522246e-08
   1.4160156e+00   1.7604228e-07
   1.4282227e+00   1.7838049e-07
   1.4404297e+00   1.6343163e-07
   1.4526367e+00   7.8296122e-08
   1.4648438e+00   1.4024757e-07
   1.4770508e+00   1.2223982e-07
   1.4892578e+00   5.4679245e-08
   1.5014648e+00   5.9580871e-08
   1.5136719e+00   6.5646844e-08
   1.5258789e+00   3.8048724e-08
   1.5380859e+00   6.1834950e-08
   1.5502930e+00   4.0733562e-08
   1.5625000e+00   1.0923050e-07
   1.5747070e+00   9.2087287e-08
   1.5869141e+00   5.7289531e-08
   1.5991211e+00   2.6959249e-08
   1.6113281e+00   2.5203609e-08
   1.6235352e+00   3.7439017e-08
   1.6357422e+00   2.1696315e-08
   1.6479492e+00   1.4148386e-08
   1.6601562e+00   1.6591781e-08
   1.6723633e+00   2.5963942e-08
   1.6845703e+00   1.3962435e-08
   1.6967773e+00   1.0156972e-08
   1.7089844e+00   3.3022610e-08
   1.7211914e+00   1.6939100e-08
   1.7333984e+00   8.9576482e-09
   1.7456055e+00   1.1351529e-08
   1.7578125e+00   1.8645368e-08
   1.7700195e+00   2.0030785e-08
   1.7822266e+00   6.6878807e-09
   1.7944336e+00   1.2508385e-08
   1.8066406e+00   2.4492010e-08
   1.8188477e+00   1.9853039e-08
   1.8310547e+00   2.2456434e-08
   1.8432617e+00   2.1316327e-08
   1.8554688e+00   1.0613113e-08
   1.8676758e+00   1.3608979e-08
   1.8798828e+00   1.5157589e-08
   1.8920898e+00   1.2329795e-08
   1.9042969e+00   5.5847703e-09
   1.9165039e+00   9.9919042e-09
   1.9287109e+00   9.8710148e-09
   1.9409180e+00   1.2929268e-08
   1.9531250e+00   2.2917682e-08
   1.9653320e+00   1.6942864e-08
   1.9775391e+00   1.2041137e-08
   1.9897461e+00   2.0898163e-08
   2.0019531e+00   7.5802381e-09
   2.0141602e+00   2.6518565e-09
   2.0263672e+00   1.3161157e-08
   2.0385742e+00   1.5906176e-08
   2.0507812e+00   1.2712040e-08
   2.0629883e+00   1.7425411e-08
   2.0751953e+00   1.1934474e-08
   2.0874023e+00   9.8382804e-09
   2.0996094e+00   4.3755836e-09
   2.1118164e+00   6.0104050e-09
   2.1240234e+00   3.8501655e-09
   2.1362305e+00   2.7493567e-09
   2.1484375e+00   1.6508067e-09
   2.1606445e+00   2.4094096e-09
